House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
72,Kent Point,Abigail,Briggs,69,Head,Married,Female,Retired Tourist information centre manager,None,Christian
72,Kent Point,Damian,Briggs,67,Husband,Married,Male,Solicitor,None,Christian
72,Kent Point,Samantha,Briggs,25,Daughter,Divorced,Female,"Psychotherapist, dance movement",None,Christian
72,Kent Point,Alan,Briggs,21,Son,Single,Male,University Student,None,Christian
73,Kent Point,Hollie,Evans,54,Head,Single,Female,"Horticulturist, amenity",Deaf,No Religion
73,Kent Point,Julia,Evans,17,Daughter,NA,Female,Student,None,NA
73,Kent Point,Joe,Evans,17,Son,NA,Male,Student,None,NA
74,Kent Point,Beth,Randall,51,Head,Married,Female,Actor,None,Christian
74,Kent Point,Richard,Randall,57,Husband,Married,Male,"Investment banker, operational",None,No Religion
74,Kent Point,Jodie,Randall,15,Daughter,NA,Female,Student,None,Christian
75,Kent Point,Toby,Quinn,37,Head,Married,Male,Textile designer,None,No Religion
75,Kent Point,Leah,Quinn,32,Wife,Married,Female,Media buyer,None,No Religion
76,Kent Point,Ian,Cooper,31,Head,Married,Male,Learning disability nurse,None,Christian
76,Kent Point,Clare,Cooper,29,Wife,Married,Female,"Designer, industrial/product",None,No Religion
77,Kent Point,Rachael,Hall,84,Head,Divorced,Female,Retired Paramedic,None,No Religion
78,Kent Point,Joyce,Dobson,56,Head,Single,Female,Geoscientist,None,Christian
78,Kent Point,Jeremy,Holland,58,Partner,Single,Male,Fisheries officer,None,No Religion
79,Kent Point,Tom,Randall,41,Head,Married,Male,"Designer, jewellery",None,No Religion
79,Kent Point,Rachel,Evans,42,Wife,Married,Female,Printmaker,None,No Religion
80,Kent Point,Rachael,Storey,49,Head,Married,Female,Dealer,None,Christian
80,Kent Point,Karl,Storey,55,Husband,Married,Male,Health service manager,None,Christian
80,Kent Point,John,Storey,10,Son,NA,Male,Student,None,Christian
1,Ambrosia Drive,Reece,Watkins,53,Head,Single,Male,Unemployed,None,Christian
1,Ambrosia Drive,Jean,Watkins,69,Cousin,Divorced,Female,"Retired Designer, textile",None,No Religion
2,Ambrosia Drive,Jane,Begum,36,Head,Single,Female,Music tutor,None,Christian
2,Ambrosia Drive,Alexandra,Begum,1,Daughter,NA,Female,Child,None,NA
2,Ambrosia Drive,Sian,Archer,34,Lodger,Single,Female,Youth worker,None,Christian
2,Ambrosia Drive,Josephine,Akhtar,21,Lodger,Single,Female,University Student,None,No Religion
3,Ambrosia Drive,Laura,Morris,52,Head,Single,Female,Contracting civil engineer,None,Christian
3,Ambrosia Drive,Karl,Harvey,53,Partner,Single,Male,Unemployed,None,Christian
3,Ambrosia Drive,Tony,Morris,22,Son,Single,Male,University Student,None,Christian
3,Ambrosia Drive,Catherine,Morris,7,Daughter,NA,Female,Student,None,Christian
4,Ambrosia Drive,Hilary,Jones,31,Head,Single,Female,Sports therapist,None,No Religion
4,Ambrosia Drive,Hugh,Jones,0,Son,NA,Male,Child,None,NA
5,Ambrosia Drive,Pamela,Perry,34,Head,Married,Female,Licensed conveyancer,None,No Religion
5,Ambrosia Drive,Trevor,Perry,34,Husband,Married,Male,Administrator,None,No Religion
5,Ambrosia Drive,Shirley,Franklin-Perry,12,Daughter,NA,Female,Student,None,No Religion
5,Ambrosia Drive,Timothy,Cooper-Franklin-Perry,12,Son,NA,Male,Student,None,No Religion
6,Ambrosia Drive,Dawn,Todd,34,Head,Widowed,Female,Equality and diversity officer,None,No Religion
6,Ambrosia Drive,Richard,Todd,7,Son,NA,Male,Student,None,NA
6,Ambrosia Drive,Frederick,Todd,6,Son,NA,Male,Student,None,NA
6,Ambrosia Drive,Garry,Todd,4,Son,NA,Male,Child,None,NA
7,Ambrosia Drive,Raymond,Wright,38,Head,Divorced,Male,"Presenter, broadcasting",None,Christian
8,Ambrosia Drive,Harriet,Smith,37,Head,Married,Female,Geographical information systems officer,None,Christian
8,Ambrosia Drive,Danny,Smith,39,Husband,Married,Male,Financial controller,None,Christian
8,Ambrosia Drive,Jacob,Smith,12,Son,NA,Male,Student,None,No Religion
8,Ambrosia Drive,Molly,Smith,7,Daughter,NA,Female,Student,None,No Religion
9,Ambrosia Drive,Jessica,Morton,42,Head,Married,Female,Agricultural engineer,None,No Religion
9,Ambrosia Drive,Duncan,Morton,47,Husband,Married,Male,Biomedical scientist,None,No Religion
9,Ambrosia Drive,Terence,Morton,13,Son,NA,Male,Student,None,No Religion
9,Ambrosia Drive,Joanne,Morton,13,Daughter,NA,Female,Student,None,No Religion
9,Ambrosia Drive,Stacey,Morton,10,Daughter,NA,Female,Student,None,No Religion
9,Ambrosia Drive,Stanley,Morton,8,Son,NA,Male,Student,None,No Religion
10,Ambrosia Drive,Emily,Cole,50,Head,Married,Female,Unemployed,None,Christian
10,Ambrosia Drive,Adrian,Cole,50,Husband,Married,Male,"Designer, blown glass/stained glass",None,Christian
10,Ambrosia Drive,Deborah,Cole,19,Daughter,Divorced,Female,University Student,None,Christian
10,Ambrosia Drive,Hollie,Hughes-Cole,15,Daughter,NA,Female,Student,None,No Religion
11,Ambrosia Drive,Katy,Yates,53,Head,Single,Female,Unemployed,None,Christian
11,Ambrosia Drive,Peter,Yates,16,Son,NA,Male,Student,None,NA
11,Ambrosia Drive,Mohammed,Yates,12,Son,NA,Male,Student,None,NA
11,Ambrosia Drive,Angela,Shah-Yates,11,Daughter,NA,Female,Student,None,NA
12,Ambrosia Drive,Sally,North,90,Head,Married,Female,"Retired Engineer, petroleum",None,Christian
12,Ambrosia Drive,Toby,North,93,Husband,Married,Male,Retired Horticultural consultant,None,No Religion
13,Ambrosia Drive,Tom,King,43,Head,Single,Male,Dance movement psychotherapist,None,Christian
13,Ambrosia Drive,Jasmine,Taylor,40,Partner,Single,Female,"Therapist, nutritional",None,No Religion
13,Ambrosia Drive,Antony,King,11,Son,NA,Male,Student,None,No Religion
14,Ambrosia Drive,Donald,Roberts,60,Head,Divorced,Male,Dancer,None,Christian
14,Ambrosia Drive,Chelsea,Roberts,5,Granddaughter,NA,Female,Student,None,NA
15,Ambrosia Drive,Ann,Wilkinson,45,Head,Divorced,Female,Unemployed,None,Christian
15,Ambrosia Drive,Brett,Wilkinson,16,Son,NA,Male,Student,None,NA
15,Ambrosia Drive,Lorraine,Smith-Wilkinson,13,Daughter,NA,Female,Student,None,NA
15,Ambrosia Drive,Brian,Smith-Wilkinson,9,Son,NA,Male,Student,None,NA
16,Ambrosia Drive,Gail,Thompson,38,Head,Married,Female,Energy manager,None,No Religion
16,Ambrosia Drive,Darren,Thompson,40,Husband,Married,Male,"Engineer, site",None,No Religion
16,Ambrosia Drive,Gerard,Thompson,15,Son,NA,Male,Student,None,No Religion
16,Ambrosia Drive,Lynn,Thompson,11,Daughter,NA,Female,Student,None,No Religion
16,Ambrosia Drive,Danny,Thompson,8,Son,NA,Male,Student,None,No Religion
17,Ambrosia Drive,Keith,Carroll,48,Head,Single,Male,"Designer, ceramics/pottery",None,Christian
18,Ambrosia Drive,Paige,Bell,42,Head,Divorced,Female,Cytogeneticist,None,No Religion
18,Ambrosia Drive,Nicholas,Bell,19,Son,Single,Male,University Student,None,No Religion
18,Ambrosia Drive,Caroline,Bell,19,Daughter,Single,Female,University Student,None,No Religion
18,Ambrosia Drive,Carol,Bell,17,Daughter,NA,Female,Student,None,NA
19,Ambrosia Drive,Clare,Smith,74,Head,Married,Female,Retired Horticultural therapist,None,No Religion
19,Ambrosia Drive,Martin,Smith,84,Husband,Married,Male,Retired Armed forces logistics/support/administrative officer,None,No Religion
19,Ambrosia Drive,Charles,Smith,42,Son,Single,Male,Toxicologist,None,No Religion
19,Ambrosia Drive,Anne,Smith,39,Adopted Daughter,Single,Female,Adult nurse,None,No Religion
20,Ambrosia Drive,Molly,Shaw,57,Head,Single,Female,Furniture designer,None,Christian
21,Ambrosia Drive,Maureen,Thompson,53,Head,Married,Female,Magazine features editor,None,Christian
21,Ambrosia Drive,Billy,Thompson,58,Husband,Married,Male,Communications engineer,None,Christian
21,Ambrosia Drive,Jane,Thompson,25,Daughter,Single,Female,Accounting technician,None,Christian
21,Ambrosia Drive,Brenda,Thompson,22,Daughter,Divorced,Female,University Student,None,Christian
22,Ambrosia Drive,Jay,Wells,45,Head,Single,Male,Television camera operator,None,Christian
22,Ambrosia Drive,Kyle,Rahman,39,None,Single,Male,Tree surgeon,None,No Religion
22,Ambrosia Drive,Yvonne,Rowley,52,None,Single,Female,Adult guidance worker,None,Muslim
22,Ambrosia Drive,Antony,Turner,34,None,Single,Male,Race relations officer,None,No Religion
22,Ambrosia Drive,Graeme,Davies,18,None,Single,Male,Student,None,
22,Ambrosia Drive,Steven,Connor,56,None,Single,Male,"Civil engineer, consulting",None,Muslim
23,Ambrosia Drive,Elaine,McCarthy,55,Head,Married,Female,Broadcast journalist,None,Christian
23,Ambrosia Drive,Leonard,McCarthy,57,Husband,Married,Male,Mental health nurse,None,No Religion
23,Ambrosia Drive,Daniel,McCarthy,22,Son,Single,Male,University Student,None,No Religion
23,Ambrosia Drive,Lindsey,McCarthy,15,Daughter,NA,Female,Student,None,Christian
23,Ambrosia Drive,Conor,Savage,15,Son,NA,Male,Student,None,No Religion
24,Ambrosia Drive,Molly,Owens,39,Head,Married,Female,Unemployed,None,No Religion
24,Ambrosia Drive,Wayne,Owens,42,Husband,Married,Male,Unemployed,None,No Religion
24,Ambrosia Drive,Kerry,Owens,15,Daughter,NA,Female,Student,None,No Religion
24,Ambrosia Drive,Jake,Owens,11,Son,NA,Male,Student,None,No Religion
25,Ambrosia Drive,Joan,Edwards,58,Head,Divorced,Female,Further education lecturer,None,No Religion
25,Ambrosia Drive,Jeremy,Edwards,27,Son,Single,Male,Marine scientist,None,No Religion
25,Ambrosia Drive,Vanessa,Edwards,23,Daughter,Single,Female,"Social research officer, government",None,No Religion
25,Ambrosia Drive,Wendy,Edwards,20,Daughter,Single,Female,University Student,None,No Religion
26,Ambrosia Drive,Georgia,Cooke,38,Head,Married,Female,Theme park manager,None,Christian
26,Ambrosia Drive,Ben,Cooke,39,Husband,Married,Male,Naval architect,None,No Religion
26,Ambrosia Drive,Lesley,Cooke,10,Daughter,NA,Female,Student,None,Christian
26,Ambrosia Drive,Martin,Cooke,9,Son,NA,Male,Student,None,Christian
27,Ambrosia Drive,Janet,Gould,51,Head,Single,Female,Forest/woodland manager,None,Christian
27,Ambrosia Drive,Lorraine,Gould,1,Daughter,NA,Female,Child,None,NA
28,Ambrosia Drive,Andrea,Murray,61,Head,Married,Female,Theatre director,None,Christian
28,Ambrosia Drive,Denis,Murray,64,Husband,Married,Male,Press sub,None,No Religion
28,Ambrosia Drive,Shirley,Murray,24,Daughter,Single,Female,Financial planner,None,Christian
28,Ambrosia Drive,Gregory,Murray,19,Son,Single,Male,University Student,None,Christian
29,Ambrosia Drive,Lindsey,Johnson,58,Head,Married,Female,Systems developer,None,Christian
29,Ambrosia Drive,Russell,Johnson,58,Husband,Married,Male,Training and development officer,None,No Religion
29,Ambrosia Drive,Janice,Johnson,26,Daughter,Single,Female,"Therapist, sports",None,No Religion
30,Ambrosia Drive,Clare,Scott,36,Head,Single,Female,Energy engineer,None,No Religion
31,Ambrosia Drive,Emily,Bull,40,Head,Single,Female,"Geologist, wellsite",None,Christian
31,Ambrosia Drive,Leanne,Robinson,25,None,Single,Female,Learning mentor,None,No Religion
31,Ambrosia Drive,Josh,Edwards,31,None,Single,Male,Unemployed,None,Christian
31,Ambrosia Drive,Kelly,Evans,42,None,Single,Female,Product/process development scientist,None,No Religion
32,Ambrosia Drive,Liam,Bull,49,Head,Married,Male,Economist,None,Christian
32,Ambrosia Drive,Chloe,Bull,46,Wife,Married,Female,Unemployed,None,No Religion
32,Ambrosia Drive,Patricia,Bull,19,Daughter,Divorced,Female,University Student,None,Christian
32,Ambrosia Drive,Abbie,Bull,15,Daughter,NA,Female,Student,None,NA
33,Ambrosia Drive,Holly,Chapman,22,Head,Single,Female,University Student,None,No Religion
33,Ambrosia Drive,Alexandra,Kerr,18,None,Single,Female,University Student,None,Christian
33,Ambrosia Drive,Geraldine,Bird,20,None,Single,Female,University Student,None,No Religion
33,Ambrosia Drive,Cheryl,Barton,32,None,Single,Female,PhD Student,None,Christian
34,Ambrosia Drive,Katherine,Cook,51,Head,Single,Female,Pensions consultant,None,Christian
34,Ambrosia Drive,Vincent,Hobbs,53,Partner,Single,Male,Arts administrator,None,No Religion
34,Ambrosia Drive,Francis,Cook,25,Son,Single,Male,Publishing copy,None,No Religion
34,Ambrosia Drive,Ashleigh,Cook,24,Daughter,Single,Female,Energy engineer,None,Christian
34,Ambrosia Drive,Benjamin,Cook,24,Son,Single,Male,Furniture designer,None,No Religion
34,Ambrosia Drive,Benjamin,Cook,6,Son,NA,Male,Student,None,Christian
35,Ambrosia Drive,Georgia,Parsons,84,Head,Married,Female,Retired Land,None,Christian
35,Ambrosia Drive,Benjamin,Parsons,85,Husband,Married,Male,Retired Mechanical engineer,None,Christian
36,Ambrosia Drive,Carole,Taylor,49,Head,Married,Female,Volunteer coordinator,None,Christian
36,Ambrosia Drive,Mohammad,Taylor,49,Husband,Married,Male,Media buyer,None,Christian
36,Ambrosia Drive,Jake,Taylor,8,Son,NA,Male,Student,None,Christian
36,Ambrosia Drive,John,Taylor,6,Son,NA,Male,Student,None,No Religion
37,Ambrosia Drive,Natalie,Collier,35,Head,Single,Female,Technical brewer,None,Christian
37,Ambrosia Drive,Martin,Robson,34,Lodger,Single,Male,Sports therapist,None,Christian
37,Ambrosia Drive,Fiona,Evans,59,Lodger,Single,Female,"Biochemist, clinical",None,No Religion
38,Ambrosia Drive,Jack,Fletcher,22,Head,Single,Male,University Student,None,No Religion
38,Ambrosia Drive,Samuel,Williams,22,None,Single,Male,University Student,None,Hindu
38,Ambrosia Drive,David,Burke,22,None,Single,Male,University Student,None,No Religion
38,Ambrosia Drive,Michelle,Lewis,20,None,Single,Female,University Student,None,Christian
39,Ambrosia Drive,Ellie,Clarke,31,Head,Married,Female,Further education lecturer,None,Christian
39,Ambrosia Drive,Denis,Clarke,37,Husband,Married,Male,Unemployed,None,Christian
39,Ambrosia Drive,Sean,Clarke,13,Adopted Son,NA,Male,Student,None,Christian
39,Ambrosia Drive,Frank,Clarke,9,Son,NA,Male,Student,None,Christian
40,Ambrosia Drive,Stewart,Berry,88,Head,Divorced,Male,Retired Television floor manager,None,No Religion
41,Ambrosia Drive,Kimberley,Barry,48,Head,Married,Female,Osteopath,None,No Religion
41,Ambrosia Drive,Josh,Barry,48,Husband,Married,Male,"Designer, graphic",None,No Religion
41,Ambrosia Drive,Rachel,Barry,21,Daughter,Single,Female,University Student,None,No Religion
41,Ambrosia Drive,Roy,Barry,2,Son,NA,Male,Child,None,No Religion
42,Ambrosia Drive,Stephanie,Ross,51,Head,Single,Female,Mining engineer,Unhealthy,No Religion
42,Ambrosia Drive,Karl,Goodwin,53,Partner,Single,Male,Fine artist,None,No Religion
42,Ambrosia Drive,Clive,Ross,14,Son,NA,Male,Student,Disabled,No Religion
42,Ambrosia Drive,Lewis,Ross,12,Son,NA,Male,Student,None,No Religion
42,Ambrosia Drive,Annette,Ross,9,Daughter,NA,Female,Student,None,No Religion
42,Ambrosia Drive,Phillip,Ross,6,Son,NA,Male,Student,None,No Religion
43,Ambrosia Drive,Kim,Jordan,55,Head,Single,Female,Dance movement psychotherapist,None,Christian
43,Ambrosia Drive,Gemma,Jordan,23,Daughter,Single,Female,Restaurant manager,None,Christian
43,Ambrosia Drive,Samantha,Jordan,18,Daughter,Single,Female,Student,None,No Religion
44,Ambrosia Drive,Michelle,Wilson,36,Head,Married,Female,Product designer,None,Christian
44,Ambrosia Drive,Paul,Wilson,37,Husband,Married,Male,IT consultant,None,Christian
44,Ambrosia Drive,Samuel,Wilson,5,Son,Married,Male,Student,None,No Religion
45,Ambrosia Drive,Wendy,Cooper,74,Head,Widowed,Female,Retired Health visitor,None,Christian
45,Ambrosia Drive,Garry,Cooper,22,Grandson,Divorced,Male,University Student,None,Christian
45,Ambrosia Drive,Georgina,Cooper,22,Granddaughter,Single,Female,University Student,None,Christian
46,Ambrosia Drive,Margaret,Morris,38,Head,Divorced,Female,Camera operator,None,Christian
46,Ambrosia Drive,Ricky,Morris,7,Son,NA,Male,Student,None,NA
46,Ambrosia Drive,Jordan,Morris,6,Son,NA,Male,Student,None,NA
46,Ambrosia Drive,Malcolm,Morris,6,Son,NA,Male,Student,None,NA
46,Ambrosia Drive,Diane,Morris,2,Daughter,NA,Female,Child,None,NA
47,Ambrosia Drive,Natasha,Dean,35,Head,Married,Female,Marine scientist,None,Christian
47,Ambrosia Drive,Victor,Dean,41,Husband,Married,Male,Secretary/administrator,None,Christian
47,Ambrosia Drive,Megan,O'Connor,0,Daughter,NA,Female,Child,None,Christian
47,Ambrosia Drive,Malcolm,O'Connor,0,Son,NA,Male,Child,None,No Religion
48,Ambrosia Drive,Hayley,Turner,62,Head,Single,Female,Nutritional therapist,None,Christian
48,Ambrosia Drive,Gary,Turner,10,Grandson,NA,Male,Student,None,NA
48,Ambrosia Drive,Gemma,Turner,8,Granddaughter,NA,Female,Student,None,NA
48,Ambrosia Drive,Grace,Turner,7,Granddaughter,NA,Female,Student,None,NA
49,Ambrosia Drive,Jennifer,Jones,26,Head,Married,Female,Advertising account executive,None,Christian
49,Ambrosia Drive,Anthony,Jones,29,Husband,Married,Male,Landscape architect,None,Christian
49,Ambrosia Drive,Russell,Jackson,38,Lodger,Single,Male,Passenger transport manager,None,No Religion
49,Ambrosia Drive,Julia,Mason,29,Lodger,Single,Female,Financial adviser,None,Christian
50,Ambrosia Drive,Katie,Jackson,36,Head,Single,Female,Media planner,Deaf,Christian
50,Ambrosia Drive,Cameron,Jackson,10,Son,NA,Male,Student,None,NA
50,Ambrosia Drive,Janice,Chamberlain,10,Daughter,NA,Female,Student,None,NA
50,Ambrosia Drive,Bernard,Chamberlain,9,Son,NA,Male,Student,None,NA
50,Ambrosia Drive,Dylan,Chamberlain,6,Son,NA,Male,Student,None,NA
50,Ambrosia Drive,Allan,Chamberlain,2,Son,NA,Male,Child,None,NA
51,Ambrosia Drive,Hollie,Doyle,35,Head,Married,Female,Tree surgeon,None,Christian
51,Ambrosia Drive,Clive,Doyle,37,Husband,Married,Male,Radio producer,None,Christian
51,Ambrosia Drive,Elliot,Doyle,6,Son,NA,Male,Student,None,No Religion
51,Ambrosia Drive,Emily,Doyle,2,Daughter,NA,Female,Child,None,Christian
52,Ambrosia Drive,Ann,Collier,25,Head,Single,Female,Ceramics designer,None,Christian
52,Ambrosia Drive,Glen,Dunn,27,Partner,Single,Male,"Scientist, physiological",None,No Religion
52,Ambrosia Drive,Gemma,Collier,9,Daughter,NA,Female,Student,None,No Religion
53,Ambrosia Drive,Elaine,Harris,38,Head,Single,Female,"Lighting technician, broadcasting/film/video",None,No Religion
53,Ambrosia Drive,Terence,Collins,44,None,Single,Male,Community pharmacist,None,Christian
54,Ambrosia Drive,Kerry,Johnston,0,Head,Single,Female,Child,None,
55,Ambrosia Drive,Victoria,Foster,48,Head,Divorced,Female,Professor Emeritus,None,Christian
55,Ambrosia Drive,Leanne,Foster,15,Daughter,NA,Female,Student,None,NA
55,Ambrosia Drive,Benjamin,Foster,11,Son,NA,Male,Student,None,NA
55,Ambrosia Drive,Paige,Foster,9,Daughter,NA,Female,Student,None,NA
55,Ambrosia Drive,Marilyn,Foster,6,Daughter,NA,Female,Student,None,NA
55,Ambrosia Drive,Hannah,Foster,4,Daughter,NA,Female,Child,None,NA
56,Ambrosia Drive,Jordan,Allen,54,Head,Single,Male,"Scientist, research (maths)",None,Christian
56,Ambrosia Drive,Lesley,Allen,21,Daughter,Divorced,Female,University Student,None,Christian
56,Ambrosia Drive,Ricky,Allen,20,Son,Single,Male,University Student,None,Christian
1,Mustardwash Street,Damien,Robinson,26,Head,Single,Male,Production engineer,None,No Religion
2,Mustardwash Street,Melissa,Smith,43,Head,Divorced,Female,Unemployed,None,No Religion
2,Mustardwash Street,Hazel,Smith,6,Daughter,NA,Female,Student,None,NA
3,Mustardwash Street,Leanne,May,67,Head,Widowed,Female,Dietitian,None,No Religion
4,Mustardwash Street,Lynne,Hodgson,50,Head,Divorced,Female,Health promotion specialist,None,No Religion
4,Mustardwash Street,Rebecca,Hodgson,14,Daughter,NA,Female,Student,None,NA
5,Mustardwash Street,Brenda,Carpenter,71,Head,Single,Female,Retired Clinical psychologist,None,Christian
6,Mustardwash Street,Lydia,Clarke,67,Head,Married,Female,Insurance account manager,None,Christian
6,Mustardwash Street,Jake,Clarke,72,Husband,Married,Male,Retired Research scientist (physical sciences),None,Christian
7,Mustardwash Street,Graeme,Smith,48,Head,Married,Male,"Teacher, English as a foreign language",None,Christian
7,Mustardwash Street,Jean,Smith,43,Wife,Married,Female,Technical brewer,None,No Religion
7,Mustardwash Street,Brett,Smith,3,Son,NA,Male,Child,None,Christian
8,Mustardwash Street,Maurice,Banks,45,Head,Single,Male,Sport and exercise psychologist,None,Christian
9,Mustardwash Street,Danny,Rose,69,Head,Widowed,Male,"Retired Administrator, arts",None,No Religion
10,Mustardwash Street,Eric,Frost,68,Head,Widowed,Male,Retired Housing manager/officer,None,Christian
11,Mustardwash Street,Joyce,Kent,55,Head,Married,Female,Ergonomist,None,No Religion
11,Mustardwash Street,Stephen,Kent,59,Husband,Married,Male,"Surveyor, building",None,No Religion
11,Mustardwash Street,Gary,Kent,11,Son,NA,Male,Student,None,No Religion
12,Mustardwash Street,Anthony,Mitchell,84,Head,Widowed,Male,"Retired Lecturer, higher education",None,No Religion
13,Mustardwash Street,Katherine,Barnes,50,Head,Single,Female,"Programmer, multimedia",None,Christian
14,Mustardwash Street,Abigail,Jennings,39,Head,Married,Female,"Chemist, analytical",None,No Religion
14,Mustardwash Street,Eric,Jennings,40,Husband,Married,Male,"Surveyor, building control",None,No Religion
14,Mustardwash Street,Nicola,Jennings,17,Daughter,NA,Female,Student,None,No Religion
14,Mustardwash Street,Alice,Jennings,15,Daughter,NA,Female,Student,None,No Religion
15,Mustardwash Street,Darren,Fletcher,81,Head,Widowed,Male,Retired Secretary/administrator,None,No Religion
16,Mustardwash Street,Paula,Davies,46,Head,Married,Female,Field trials officer,None,No Religion
16,Mustardwash Street,Terence,Davies,48,Husband,Married,Male,Hydrographic surveyor,None,No Religion
17,Mustardwash Street,Alice,Hammond,75,Head,Widowed,Female,Retired Chartered legal executive (England and Wales),None,Christian
18,Mustardwash Street,Martyn,Cooper,69,Head,Divorced,Male,"Retired Therapist, horticultural",None,Christian
19,Mustardwash Street,Anthony,Knight,50,Head,Single,Male,Logistics and distribution manager,None,Christian
20,Mustardwash Street,Kyle,Coleman,23,Head,Divorced,Male,Wellsite geologist,None,No Religion
21,Mustardwash Street,Victoria,Kemp,78,Head,Widowed,Female,Unemployed,None,No Religion
22,Mustardwash Street,Geraldine,O'Connor,33,Head,Single,Female,Learning disability nurse,None,No Religion
23,Mustardwash Street,Jessica,Smith,42,Head,Single,Female,Sales executive,None,No Religion
23,Mustardwash Street,Barbara,Swift,56,None,Single,Female,Aid worker,None,Christian
23,Mustardwash Street,June,Wells,62,None,Single,Female,Chief Operating Officer,None,Christian
23,Mustardwash Street,Elizabeth,Wood,37,None,Single,Female,Solicitor,None,No Religion
24,Mustardwash Street,Julian,Hilton,40,Head,Married,Male,Environmental consultant,None,Christian
24,Mustardwash Street,Gillian,Hilton,42,Wife,Married,Female,Commercial art gallery manager,None,No Religion
24,Mustardwash Street,Fiona,Hilton,5,Daughter,NA,Female,Student,None,No Religion
25,Mustardwash Street,Anthony,Faulkner,71,Head,Divorced,Male,Retired Chartered accountant,None,No Religion
26,Mustardwash Street,Allan,Norris,31,Head,Single,Male,Broadcast engineer,None,Christian
27,Mustardwash Street,Ellie,Holmes,59,Head,Married,Female,Estate manager/land agent,None,No Religion
27,Mustardwash Street,Reece,Holmes,57,Husband,Married,Male,"Lecturer, further education",None,No Religion
27,Mustardwash Street,Valerie,Holmes,17,Daughter,NA,Female,Student,None,No Religion
28,Mustardwash Street,Cheryl,Gregory,39,Head,Single,Female,"Nurse, learning disability",None,No Religion
28,Mustardwash Street,Sharon,Gregory,18,Daughter,Single,Female,Student,None,No Religion
28,Mustardwash Street,Rachel,Gregory,14,Daughter,NA,Female,Student,None,NA
28,Mustardwash Street,Jennifer,Gregory,14,Daughter,NA,Female,Student,None,NA
29,Mustardwash Street,Janet,Grant,78,Head,Widowed,Female,"Retired Physicist, medical",None,Christian
30,Mustardwash Street,Cameron,Hudson,36,Head,Divorced,Male,Unemployed,None,Christian
30,Mustardwash Street,Terence,Thompson,63,Lodger,Single,Male,Agricultural engineer,None,Christian
31,Mustardwash Street,Abdul,Davey,73,Head,Widowed,Male,Retired Electrical engineer,None,No Religion
32,Mustardwash Street,Cameron,Cook,18,Head,Single,Male,Student,None,
33,Mustardwash Street,Aaron,Bibi,42,Head,Married,Male,"Radiographer, therapeutic",None,Christian
33,Mustardwash Street,Emily,Bibi,40,Wife,Married,Female,Audiological scientist,None,Christian
34,Mustardwash Street,Nathan,Watson,39,Head,Single,Male,"Psychologist, educational",None,No Religion
35,Mustardwash Street,Dylan,O'Neill,52,Head,Single,Male,"Teacher, special educational needs",None,Christian
36,Mustardwash Street,Carole,Williams,57,Head,Single,Female,Clinical research associate,None,Christian
37,Mustardwash Street,Ronald,Barton,89,Head,Single,Male,Retired Armed forces training and education officer,None,Christian
38,Mustardwash Street,Sheila,Lewis,71,Head,Married,Female,Retired Web designer,None,Christian
38,Mustardwash Street,Eric,Lewis,75,Husband,Married,Male,Retired Technical sales engineer,None,Christian
39,Mustardwash Street,Stephen,Thorpe,76,Head,Married,Male,"Retired Solicitor, Scotland",None,Christian
39,Mustardwash Street,Katherine,Thorpe,77,Wife,Married,Female,Retired Trade union research officer,None,No Religion
40,Mustardwash Street,Yvonne,Johnson,78,Head,Widowed,Female,"Retired Buyer, retail",None,Christian
41,Mustardwash Street,Alan,Griffin,51,Head,Divorced,Male,Private music teacher,None,Christian
42,Mustardwash Street,Valerie,Parkes,66,Head,Married,Female,"Sound technician, broadcasting/film/video",None,Christian
42,Mustardwash Street,Danny,Parkes,72,Husband,Married,Male,Retired Local government officer,None,Christian
43,Mustardwash Street,Sara,Patel,24,Head,Single,Female,Call centre manager,None,No Religion
43,Mustardwash Street,Louise,Stokes,23,Partner,Single,Female,Accommodation manager,None,No Religion
44,Mustardwash Street,Lynne,Phillips,66,Head,Single,Female,"Engineer, building services",None,No Religion
45,Mustardwash Street,Brandon,Thomas,38,Head,Single,Male,Chief Marketing Officer,None,No Religion
46,Mustardwash Street,Aaron,Thomas,85,Head,Widowed,Male,Retired Private music teacher,None,Christian
47,Mustardwash Street,Angela,Rogers,29,Head,Married,Female,Unemployed,None,Christian
47,Mustardwash Street,Shaun,Rogers,29,Husband,Married,Male,Learning disability nurse,None,No Religion
47,Mustardwash Street,Marion,Baxter,2,Daughter,NA,Female,Child,None,Christian
48,Mustardwash Street,Stacey,Martin,20,Head,Single,Female,University Student,None,Hindu
48,Mustardwash Street,Allan,White,19,Partner,Single,Male,Scientific laboratory technician,None,No Religion
49,Mustardwash Street,Dorothy,Wood,70,Head,Married,Female,Retired Make,None,Christian
49,Mustardwash Street,Stuart,Wood,73,Husband,Married,Male,Retired Insurance underwriter,None,Christian
1,Elliott Square,Melanie,Davis,56,Head,Single,Female,Teaching laboratory technician,None,Christian
1,Elliott Square,Judith,Davis,30,Daughter,Single,Female,"Producer, television/film/video",None,No Religion
1,Elliott Square,Julian,Davis,25,Son,Single,Male,Air traffic controller,None,No Religion
1,Elliott Square,Roy,Davis,21,Son,Single,Male,University Student,None,Christian
